transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,discount,ingest_date
2,1172,711,2024-06-13,7,201.33,0.0,2026-01-26 17:43:19.366996
4,564,887,2025-08-10,5,118.86,0.0,2026-01-26 17:43:19.366996
10,71,1188,2024-08-11,7,290.72,0.0,2026-01-26 17:43:19.366996
11,38,1153,2024-10-30,7,266.06,0.0,2026-01-26 17:43:19.366996
13,1109,318,2025-10-07,4,418.77,0.0,2026-01-26 17:43:19.366996
14,896,209,2025-03-24,7,249.23,0.0,2026-01-26 17:43:19.366996
19,1010,339,2024-08-30,2,392.74,0.0,2026-01-26 17:43:19.366996
20,833,128,2025-11-15,9,174.88,0.0,2026-01-26 17:43:19.366996
24,1128,1067,2025-04-17,4,63.81,0.0,2026-01-26 17:43:19.366996
27,430,717,2025-11-29,9,282.12,36.92,2026-01-26 17:43:19.366996
28,162,46,2025-02-04,3,324.88,0.0,2026-01-26 17:43:19.366996
35,109,790,2025-04-12,7,411.81,0.0,2026-01-26 17:43:19.366996
41,1151,249,2025-11-26,7,229.835,0.0,2026-01-26 17:43:19.366996
26,958,596,2025-12-18,3,139.4,0.0,2026-01-26 17:43:19.366996
46,725,1177,2025-06-13,4,374.01,0.0,2026-01-26 17:43:19.366996
51,960,402,2024-08-01,1,135.73,0.0,2026-01-26 17:43:19.366996
52,400,1105,2024-05-28,8,323.54,0.0,2026-01-26 17:43:19.366996
53,908,66,2025-04-13,5,201.99,0.0,2026-01-26 17:43:19.366996
54,743,859,2025-01-29,9,104.0,32.71,2026-01-26 17:43:19.366996
59,1180,1093,2024-04-03,1,143.32,25.33,2026-01-26 17:43:19.366996
61,742,155,2025-03-17,8,405.55,0.0,2026-01-26 17:43:19.366996
77,1178,398,2025-04-22,3,412.33,0.0,2026-01-26 17:43:19.366996
78,511,993,2025-03-13,9,347.63,0.0,2026-01-26 17:43:19.366996
79,289,613,2024-03-14,9,144.42,0.0,2026-01-26 17:43:19.366996
81,3,258,2024-10-04,8,452.2,0.0,2026-01-26 17:43:19.366996
93,297,415,2026-01-06,8,376.33,0.0,2026-01-26 17:43:19.366996
96,1178,212,2025-02-10,5,376.29,0.0,2026-01-26 17:43:19.366996
99,64,1106,2025-06-25,4,102.2,0.0,2026-01-26 17:43:19.366996
101,701,887,2024-10-25,7,238.47,0.0,2026-01-26 17:43:19.366996
102,1075,41,2024-05-29,9,234.95,0.0,2026-01-26 17:43:19.366996
107,1149,760,2025-10-02,10,453.76,0.0,2026-01-26 17:43:19.366996
108,1117,71,2025-09-05,8,33.0,0.0,2026-01-26 17:43:19.366996
109,51,176,2024-02-18,3,189.49,0.0,2026-01-26 17:43:19.366996
111,1140,1015,2024-09-17,4,42.17,0.0,2026-01-26 17:43:19.366996
118,68,1090,2025-01-23,6,273.17,0.0,2026-01-26 17:43:19.366996
121,141,849,2025-09-17,1,229.835,0.0,2026-01-26 17:43:19.366996
123,1170,266,2025-12-06,1,249.18,0.0,2026-01-26 17:43:19.366996
124,385,1111,2025-11-25,8,26.3,0.0,2026-01-26 17:43:19.366996
126,523,964,2026-01-08,9,49.19,0.0,2026-01-26 17:43:19.366996
128,1152,1067,2024-02-13,7,231.79,0.0,2026-01-26 17:43:19.366996
133,1180,541,2025-07-10,10,234.53,0.0,2026-01-26 17:43:19.366996
135,158,718,2024-10-22,8,468.58,0.0,2026-01-26 17:43:19.366996
138,158,106,2025-06-22,1,263.08,0.0,2026-01-26 17:43:19.366996
141,124,1196,2024-08-28,10,226.21,0.0,2026-01-26 17:43:19.366996
146,76,625,2024-02-09,5,298.98,28.23,2026-01-26 17:43:19.366996
149,1117,1163,2024-11-01,2,99.92,0.0,2026-01-26 17:43:19.366996
150,395,1079,2025-11-19,3,295.62,46.99,2026-01-26 17:43:19.366996
162,1098,1109,2024-05-06,7,221.06,0.0,2026-01-26 17:43:19.366996
166,955,718,2024-12-26,3,128.41,0.0,2026-01-26 17:43:19.366996
168,474,765,2025-02-02,5,469.87,0.0,2026-01-26 17:43:19.366996
171,1151,820,2024-04-27,3,398.75,0.0,2026-01-26 17:43:19.366996
173,64,1135,2025-10-25,1,149.87,0.0,2026-01-26 17:43:19.366996
174,1104,109,2025-04-20,6,99.22,0.0,2026-01-26 17:43:19.366996
179,883,1130,2025-05-16,1,319.88,44.61,2026-01-26 17:43:19.366996
186,961,1168,2025-07-09,2,345.84,0.0,2026-01-26 17:43:19.366996
187,367,112,2025-02-04,3,187.78,0.0,2026-01-26 17:43:19.366996
188,1135,459,2025-04-29,3,125.19,0.0,2026-01-26 17:43:19.366996
194,1133,441,2024-05-04,7,219.25,0.0,2026-01-26 17:43:19.366996
204,126,876,2024-08-29,4,256.98,45.13,2026-01-26 17:43:19.366996
206,148,636,2025-06-30,4,370.99,0.0,2026-01-26 17:43:19.366996
210,1103,1024,2024-11-23,1,263.89,0.0,2026-01-26 17:43:19.366996
214,1111,841,2025-05-19,7,314.1,0.0,2026-01-26 17:43:19.366996
25,1105,1198,2025-11-12,1,229.835,0.0,2026-01-26 17:43:19.366996
221,1026,447,2025-12-10,5,358.05,0.0,2026-01-26 17:43:19.366996
225,1146,305,2025-07-11,2,63.04,0.0,2026-01-26 17:43:19.366996
